customer_id,name,email,phone,city,state,pincode,gender,age,registration_date,loyalty_points,is_premium
CUST000036,Arunima Ganguly,arunima.ganguly902@hotmail.com,9654724287,Kolkata,West Bengal,749594,female,33,2025-04-18,141,Yes
CUST000037,Viraj Dhar,viraj.dhar485@rediffmail.com,9556881239,Hyderabad,Telangana,823124,male,37,12-06-2024,979,Yes
CUST000038,Ikbal Saha,ikbal.saha779@rediffmail.com,9207939087,Nagpur,Maharashtra,300484,Female,63,2022-09-17,4533,Yes
CUST000039,Ishaan Dutta,ishaan.dutta588@hotmail.com,9572949775,Indore,Madhya Pradesh,114157,,25,2025-07-07,,Yes
CUST000040,Keya Solanki,keya.solanki255@gmail.com,9546863451,Indore,Madhya Pradesh,796097,female,46,2024-10-25,3512,Yes
CUST000041,lakshit warrior,lakshit.warrior641@yahoo.com,9187174381,nagpur,Maharashtra,ABCDE,male,56,,2316,No
CUST000042,Tanveer Bansal,tanveer.bansal641@rediffmail.com,9312406764,Hyderabad,Telangana,647491,m,0,14/02/2024,4662,FALSE
CUST000043,Urmi Mallick,urmi.mallick279@rediffmail.com,9570040006,NAGPUR,,740769,Female,,2026-01-12,4712,Yes
CUST000044,Yuvraj Thaman,yuvraj.thaman782@yahoo.com,9799552991,Lucknow,Uttar Pradesh,255667,male,49,2026-01-17,2630,Yes
CUST000045,Lekha Kala,lekha.kala411@rediffmail.com,,Nagpur,Maharashtra,542368,male,50,,3784,Yes
CUST000046,Jeremiah Bala,jeremiah.bala779@gmail.com,0000000000,surat,Gujarat,430815,female,19,2024-07-13,1297,Yes
CUST000047,Andrew Kota,andrew.kota117@outlook.com,9795472980,Delhi,Delhi,163714,female,35,2025-07-15,3741,No
CUST000048,Pushti Yogi,pushti.yogi885@gmail.com,9948262678,Surat,Gujarat,068071,Female,18,2024-10-13,4011,FALSE
CUST000049,Arin Kant,arin.kant387@outlook.com,9302563940,Kolkata,West Bengal,635597,,,2023-05-22,3123,Yes
CUST000050,samar dhingra,samar.dhingra340@gmail.com,9572775194,MUMBAI,Maharashtra,ABCDE,,0,2023-12-16,3256,No
CUST000051,Yoshita Samra,yoshita.samra642@outlook.com,9138546365,Bhopal,Madhya Pradesh,292959,Female,32,2025-05-04,,Yes
CUST000052,Anusha Sibal,,9502482554,Nagpur,Maharashtra,346153,MALE,29,,1972,Yes
CUST000053,Isaiah Mander,isaiah.mander10@outlook.com,9827579147,Lucknow,Uttar Pradesh,319070,1,37,2022-10-16,2474,No
CUST000054,Yashica Brar,yashica.brar589@hotmail.com,9417001612,DELHI,Delhi,777018,Male,61,2022-06-16,4069,No
CUST000055,Zansi Kala,zansi.kala652@yahoo.com,9827744047,Hyderabad,Telangana,942294,Male,24,2023-05-24,3611,No
CUST000056,Saanvi Suresh,saanvi.suresh426@yahoo.com,0000000000,Delhi,Delhi,710537,f,28,2026-01-17,2417,No
CUST000057,Aradhana Sen,NA,9877621770,Ahmedabad,Gujarat,893713,female,23,,3725,No
CUST000058,Garima Dua,garima.dua692@yahoo.com,9765233376,Bhopal,Madhya Pradesh,206131,Female,22,2024-01-07,3344,Yes
CUST000059,Chatura Sodhi,chatura.sodhi241rediffmail.com,+91-95870-96273,Chennai,Tamil Nadu,074794,female,55,13/09/2025,811,No
CUST000060,TEJAS TELLA,tejas.tella455@outlook.com,9489431174,CHENNAI,Tamil Nadu,990387,1,0,2023-09-04,3725,Yes
CUST000061,Lucky Pau,,9945011302,Surat,Gujarat,307269,Female,31,2025-04-22,4882,Yes
CUST000062,Veda Ramaswamy,veda.ramaswamy677@gmail.com,+91-94846-59715,Jaipur,Rajasthan,231332,Male,21,2025-04-02,520,No
CUST000063,Rachita Amble,rachita.amble630@gmail.com,9807491789,Delhi,Delhi,539456,Male,48,2023-09-13,3633,Yes
CUST000064,PRANEEL TANEJA,praneel.taneja649@rediffmail.com,9449165212,Bangalore,Karnataka,072766,female,999,2022-09-03,4516,Yes
CUST000065,Yahvi Gulati,yahvi.gulati465@outlook.com,9202097643,Patna,Bihar,303160,0,61,,763,No
CUST000066,HEMANG MANI,hemang.mani576@hotmail.com,9541102414,Jaipur,Rajasthan,581685,,0,2025-11-04,848,Yes
CUST000067,Balendra Muni,BALENDRA.MUNI866@REDIFFMAIL.COM,9918841563, Ahmedabad,Gujarat,716853,M,57,2025-08-25,,1
CUST000068,Tara Khare,tara.khare873@yahoo.com,9193053577, Bhopal,Madhya Pradesh,304366,M,60,,1489,No
CUST000069,Logan Radhakrishnan,logan.radhakrishnan186@yahoo.com,9530338918,CHENNAI,Tamil Nadu,428318,Male,51,2026-01-05,3031,No
CUST000070,Simon Banik,simon.banik160@yahoo.com,9153432064,Surat,Gujarat,757265,female,46,2024/08/12,2827,No
CUST000071,Raksha Tata,raksha.tata47@yahoo.com,9743520276,SURAT,Gujarat,989644,Other,34,12-08-2025,3527,No
CUST000072,Eta Bera,eta.bera826@hotmail.com,,HYDERABAD,,064023,,54,2024-06-22,2371,Yes
CUST000073,Pranav Gade,pranav.gade852@hotmail.com,N/A,Bangalore ,Karnataka,500195,Female,37,2024-07-14,625,Yes
CUST000074,Rayaan Bobal,rayaan.bobal745@yahoo.com,9257243284, Hyderabad,Telangana,312659,FEMALE,22,2024-10-21,4618,No
CUST000075,Advik Kalita,advik.kalita640@hotmail.com,9773469560,Patna,Bihar,087618,F,35,2022-07-10,,Yes
CUST000076,Aryan Prabhakar,aryan.prabhakar876@gmail.com,9644459924,Bhopal,Madhya Pradesh,518210,FEMALE,20,2025-08-16,2633,Yes
CUST000077,ekiya sarkar,ekiya.sarkar352@gmail.com,9285283722,AHMEDABAD,Gujarat,344395,female,57,2024-02-25,3348,Yes
CUST000078,Lohit Deol,lohit.deol572@outlook.com,9877103091,Lucknow,Uttar Pradesh,823793,Male,23,12/07/2024,3210,Yes
CUST000079,Theodore Dash,theodore.dash131@rediffmail.com,N/A,Pune,Maharashtra,280765,Male,31,2025-03-11,1126,No
CUST000080,Aadi Mangal,aadi.mangal757@rediffmail.com,,Delhi,Delhi,138015,Male,29,2025-03-31,1356,Yes
CUST000081,Kevin Devan,kevin.devan626@hotmail.com,9941599226,Lucknow,Uttar Pradesh,807374,Other,48,2024/13/12,4672,FALSE
CUST000082,Odika Narula,odika.narula990@yahoo.com,9960345542,Indore,Madhya Pradesh,ABCDE,Female,24,2023-06-20,687,No
CUST000083,,geetika.kuruvilla970@yahoo.com,9475364113,Jaipur,Rajasthan,387450,Female,42,2023-12-11,,0
CUST000084,VICTOR KHOSLA,victor.khosla484@yahoo.com,9603703167,Bangalore,,ABCDE,NA,53,2023-11-25,2360,Yes
CUST000085,Ekansh Ratta,ekansh.ratta65@gmail.com,9636687537,Pune,,866178,Female,27,,4674,Yes
CUST000086,MANYA MURTY,manya.murty520@rediffmail.com,9519246503,Kolkata,,598748,Female,,2026-04-27,849,No
CUST000087,Ati Bhatnagar,ati.bhatnagar180@outlook.com,9613818935,Kolkata,West Bengal,,male,36,2024-01-11,2585,
CUST000088,George Verma,george.verma772@yahoo.com,9938422254,BHOPAL,Madhya Pradesh,190321,Other,45,2022-10-22,3167,Yes
CUST000089,Devansh Bhavsar,devansh.bhavsar274@gmail.com,9184747224,Ahmedabad,Gujarat,887595,Female,999,2025-03-20,4936,Yes
CUST000090,Jason Dhar,jason.dhar934@hotmail.com,9567013808, Kolkata,West Bengal,345349,Male,58,2025-06-24,1310,yes
CUST000091,Andrew Shanker,,9493342201,Lucknow,Uttar Pradesh,ABCDE,male,41,2024-02-25,4337,No
CUST000092,Nihal Ram,,9703091482,hyderabad,Telangana,107144,Female,57,2022-08-13,1004,Yes
CUST000093,Frado Goyal,frado.goyal830@hotmail.com,9861863296,PATNA,Bihar,269168,,63,2025-04-05,2961,Yes
CUST000094,ranbir sundaram,ranbir.sundaram27@hotmail.com,9496115351,Indore,Madhya Pradesh,406268,m,22,2024-05-29,4306,No
CUST000095,jai arora,jai.arora76@outlook.com,9655511084,Delhi,Delhi,414210,F,29,22-03-2023,453,Yes
CUST000096,Jyoti Salvi,jyoti.salvi355@rediffmail.com,9184675178, Bangalore,Karnataka,341747,Male,37,04-02-2024,4848,yes
CUST000097,Dayamai Choudhry,dayamai.choudhry863@rediffmail.com,,SURAT,Gujarat,504098,Female,31,2024-04-06,4079,
CUST000098,Arjun Tak,arjun.tak702@outlook.com,9178354184,Chennai,Tamil Nadu,441930,male,39,2022-06-10,2829,yes
CUST000099,Indrajit Loke,indrajit.loke478@gmail.com,9366200875,jaipur,,928096,,44,2025-01-01,2682,0
CUST000100,Chatresh Kapur,chatresh.kapur511@hotmail.com,9196689473,Bangalore,Karnataka,836595,Female,,2024-02-13,3855,Yes
CUST000101,alexander jha,alexander.jha375@outlook.com,9530121245,PUNE,Maharashtra,804251,Female,42,2024-11-19,973,Yes
CUST000102,Gavin Oak,gavin.oak375@yahoo.com,919646666136,Indore,,,Other,51,2022-06-24,2686,0
CUST000103,Kamya Mangat,kamya.mangat345@rediffmail.com,9671595541,Surat,Gujarat,074787,Male,39,2025-02-27,218,No
CUST000104,Gaurav Bhagat,gaurav.bhagat234@gmail.com,9283085932,Indore,Madhya Pradesh,053202,Female,61,2025-08-11,1562,No
CUST000105,Anvi Vohra,anvi.vohra794@rediffmail.com,9890099255,Pune,Maharashtra,240125,M,60,2024-05-18,3765,0
CUST000106,Panini Mutti,panini.mutti659@hotmail.com,9306442077,Lucknow,Uttar Pradesh,365745,0,37,2022-11-25,4005,No
CUST000107,Hardik Narayanan,hardik.narayanan125@rediffmail.com,9507693523,Patna,Bihar,754104,Other,27,2026-02-02,2837,1
CUST000108,Gabriel Vora,gabriel.vora956@rediffmail.com,9247395716,hyderabad,Telangana,399955,Male,51,2022-08-23,2705,Yes
CUST000109,HARINAKSHI BARAL,harinakshi.baral952@yahoo.com,9610778600,Bangalore,Karnataka,976811,Female,0,2023-04-08,1902,Yes
CUST000110,Balveer Vala,balveer.vala957@gmail.com,9526269674,Bangalore,Karnataka,566369,,36,,879,0
CUST000111,Deepa Loyal,deepa.loyal962@yahoo.com,9602533479, Lucknow,Uttar Pradesh,990274,FEMALE,59,12/08/2025,2416,Yes
CUST000112,Chavvi Balay,chavvi.balay438@rediffmail.com,9530391423,Bhopal,Madhya Pradesh,803014,Female,,2024-05-16,2187,1
CUST000113,THOMAS THAKER,thomas.thaker710@yahoo.com,,Surat,Gujarat,456976,f,63,2024-12-31,2416,Yes
CUST000114,Hema Kunda,hema.kunda621@hotmail.com,9689736058,Bangalore,Karnataka,313182,NA,33,2025-12-04,4304,No
CUST000115,amol baria,amol.baria925@rediffmail.com,0000000000,surat,Gujarat,949477,Male,31,2023-12-25,3649,No
CUST000116,Bhavika Bhavsar,,9525146690, Pune,,470013,Male,45,,565,FALSE
CUST000117,.,idika.varkey657outlook.com,9510684364,Pune,Maharashtra,378431,Male,60,18-04-2024,971,No
CUST000118,Triya Keer,triya.keer775@gmail.com,9597146648,Nagpur,Maharashtra,075871,NA,33,31/07/2022,924,No
CUST000119,Alexander Aurora,,N/A,Patna,Bihar,880851,Female,20,2026-04-04,462,No
CUST000120,Anusha Nath,anusha.nath613@hotmail.com,9253824712,Patna,Bihar,519918,Female,53,2022-12-13,3499,Yes
CUST000121,Nicholas Bhasin,nicholas.bhasin327@outlook.com,9422002819,Lucknow,Uttar Pradesh,522990,NA,37,21/09/2024,472,No
CUST000122,Tejas Chacko,tejas.chacko339@gmail.com,9498441427,BANGALORE,Karnataka,327095,Female,61,,,Yes
CUST000123,Yochana Chander,yochana.chander931@gmail.com,0000000000,Bhopal,Madhya Pradesh,579985,male,33,2024-05-24,1960,No
CUST000124,Omisha Parmar,omisha.parmar369@rediffmail.com,9600368062,JAIPUR,Rajasthan,306090,NA,31,2025-02-21,1812,Yes
CUST000125,Wridesh Mangat,wridesh.mangat303@yahoo.com,919346980616,Patna,Bihar,461309,F,61,2023-02-12,4018,No
CUST000126,Shravya Trivedi,shravya.trivedi911@rediffmail.com,9163063063,Nagpur,Maharashtra,,Male,18,2022-10-23,1237,No
CUST000127,Fariq Brar,fariq.brar935@outlook.com,9116891857,SURAT,Gujarat,,Female,,2024-10-20,1468,Yes
CUST000128,Upkaar Som,upkaar.som835@hotmail.com,9526164289,HYDERABAD,Telangana,104105,Female,62,2024-07-10,259,No
CUST000129,ZANSI SARMA,,9565906941,Ahmedabad,Gujarat,246306,1,51,2025-01-25,4643,Yes
CUST000130,Lipika Shankar,lipika.shankar578@gmail.com,919437675369,LUCKNOW,Uttar Pradesh,000925,NA,43,2022-11-07,4642,No
CUST000131,Raksha Atwal,raksha.atwal144@gmail.com,9471363809,JAIPUR,Rajasthan,299511,Female,57,2022-10-03,242,No
CUST000132,Pushti Din,pushti.din191@rediffmail.com,9192013357,Kolkata,West Bengal,553368,Male,35,2023-07-30,3191,Yes
CUST000133,Pallavi Lanka,pallavi.lanka105@yahoo.com,N/A,Chennai,Tamil Nadu,298893,Male,40,2025-07-05,3155,No
CUST000134,Vansha Lal,vansha.lal249@rediffmail.com,9835852444,Delhi,Delhi,075478,female,22,2026-01-13,630,Yes
CUST000135,Urishilla Sane,urishilla.sane110@yahoo.com,9524871030,Ahmedabad,Gujarat,077600,Female,39,2024-12-21,4869,No
CUST000136,Nicholas Pai,nicholas.pai988@outlook.com,9412940071,Nagpur,Maharashtra,931239,Other,38,2025-12-18,932,no
CUST000137,.,adya.sem28@outlook.com,9325108249,Jaipur,Rajasthan,749242,NA,44,23-10-2024,2069,No
CUST000138,Aashi Mane,aashi.mane597@outlook.com,9842716738,Delhi,,816072,MALE,52,2023-11-27,2033,No
CUST000139,ANIKA AHUJA,anika.ahuja694@outlook.com,9456049246,Surat,Gujarat,ABCDE,female,51,2023-12-31,3064,Yes
CUST000140,Ekbal Shankar,ekbal.shankar943@gmail.com,N/A,mumbai,Maharashtra,686736,Female,48,24-03-2024,3706,No
CUST000141,shaurya chana,shaurya.chana664@gmail.com,9276473863,Nagpur,Maharashtra,742951,female,39,2024-06-30,3318,Yes
CUST000142,Yug Rajagopalan,yug.rajagopalan905@yahoo.com,9561228852,Pune,Maharashtra,101164,FEMALE,22,2024-11-12,2996,No
CUST000143,Maya Manne,maya.manne655@hotmail.com,9756387421,Lucknow,Uttar Pradesh,141636,male,29,2023-09-25,4834,Yes
CUST000144,Vincent Kata,vincent.kata711@yahoo.com,9549080818,Hyderabad,Telangana,098622,female,52,2023-12-02,4545,No
CUST000145,Chanakya Ratti,chanakya.ratti887@hotmail.com,9620344871,kolkata,West Bengal,101213,female,49,2025-11-21,3636,Yes
CUST000146,Vihaan Keer,vihaan.keer282@yahoo.com,9280613009,Indore,Madhya Pradesh,004650,female,-50,07-07-2024,3005,Yes
CUST000147,Abha Badami,abha.badami105@yahoo.com,9134607126,Ahmedabad,Gujarat,271463,male,25,2023-04-09,4816,No
CUST000148,Qushi Peri,qushi.peri825@gmail.com,9671532152,,Karnataka,789983,MALE,36,2024-03-02,780,No
CUST000149,Yashasvi Mand,yashasvi.mand887yahoo.com,9863854401,Chennai,Tamil Nadu,739607,Female,27,2023-12-14,3702,Yes
CUST000150,Oliver Dave,oliver.dave378@outlook.com,9451424185,Nagpur,Maharashtra,912499,Male,47,2024-09-25,4378,No
CUST000151,Raksha Bhatnagar,raksha.bhatnagar346@rediffmail.com,9707890457,Ahmedabad,Gujarat,649684,Other,999,2026-03-16,1017,yes
CUST000152,Harish Setty,harish.setty706@yahoo.com,9424125621,mumbai,Maharashtra,462174,F,999,2022-06-28,424,No
CUST000153,Radhika Saini,radhika.saini721@gmail.com,,INDORE,Madhya Pradesh,413586,male,18,2024-06-05,3459,No
CUST000154,meghana munshi,meghana.munshi106@hotmail.com,9421322967,pune,Maharashtra,180492,Male,61,2024-04-13,,No
CUST000155,Triya Koshy,NA,9333264702,HYDERABAD,Telangana,886849,M,42,2023-07-15,2029,Yes
CUST000156,Jagat Sur,jagat.sur798@gmail.com,9806957378,Surat,Gujarat,968911,Male,43,,1960,Yes
CUST000157,Nitesh Sachdeva,nitesh.sachdeva13@hotmail.com,9241715543,Lucknow,Uttar Pradesh,721386,female,29,2026-05-07,136,Yes
CUST000158,Kamala Chaudry,kamala.chaudry408@rediffmail.com,9865179645,Mumbai,Maharashtra,949605,Male,52,03/12/2025,,Yes
CUST000159,Bishakha Sachar,bishakha.sachar650@gmail.com,9569747059,Bangalore,Karnataka,ABCDE,male,47,,1438,Yes
CUST000160,Yuvraj Merchant,yuvraj.merchant530@hotmail.com,+91-92362-90703,Bangalore,Karnataka,170303,Male,19,2024-10-25,2154,Yes
CUST000161,Kamala Sane,kamala.sane581@yahoo.com,9373928805,Jaipur,Rajasthan,605367,Male,65,,2003,No
CUST000162,.,advik.dhillon37@rediffmail.com,9866673993,Bangalore,Karnataka,466709,male,64,2023-03-10,978,Yes
CUST000163,Meera Lalla,,9403124688,Indore,Madhya Pradesh,704456,male,41,2023-03-28,1987,No
CUST000164,Jeet Acharya,jeet.acharya779@yahoo.com,+91-95402-72920,INDORE,Madhya Pradesh,494792,MALE,18,,2519,Yes
CUST000165,Noah Golla,NA,,Mumbai,Maharashtra,571727,Female,999,15-12-2023,3230,Yes
CUST000166,Vrishti Natarajan,vrishti.natarajan323@outlook.com,9889579134,Bangalore,Karnataka,781833,0,26,2026-04-17,1346,No
CUST000167,Jeremiah Luthra,jeremiah.luthra463@hotmail.com,9228756206,JAIPUR,Rajasthan,441257,MALE,,2024-06-09,747,No
CUST000168,Krish Bhandari,krish.bhandari179@gmail.com,9585547305,Mumbai,Maharashtra,486433,Male,26,,1820,No
CUST000169,Rachita Cheema,RACHITA.CHEEMA601@HOTMAIL.COM,9180516876,LUCKNOW,Uttar Pradesh,525011,male,999,2023-12-01,1003,No
CUST000170,Reyansh Savant,reyansh.savant405@outlook.com,,Patna,Bihar,049427,Female,46,,2013,No
CUST000171,Anmol Korpal,ANMOL.KORPAL393@YAHOO.COM,9790042893,Jaipur,Rajasthan,725558,Other,19,2023-12-01,4460,No
CUST000172,Barkha Chandra,barkha.chandra27@hotmail.com,9131464348,Jaipur,Rajasthan,,female,55,2022-09-17,1975,Yes
CUST000173,Jasmit Bera,jasmit.bera398@hotmail.com,9286521875,hyderabad,Telangana,101052,MALE,,2023-11-17,4617,Yes
CUST000174,Ekaraj Rau,ekaraj.rau317@yahoo.com,9196913120,INDORE,Madhya Pradesh,ABCDE,Female,57,07-07-2025,2650,Yes
CUST000175,,krishna.lalla539hotmail.com,9501140044,Patna,Bihar,174767,Female,38,09/08/2023,3991,Yes
CUST000176,Wriddhish Walia,wriddhish.walia806@hotmail.com,0000000000,Jaipur,Rajasthan,269280,Female,29,2022-06-11,3207,Yes
CUST000177,Inaya Yadav,inaya.yadav227@rediffmail.com,N/A,kolkata,West Bengal,195053,1,28,2025-05-01,2750,No
CUST000178,ORINDER VORA,orinder.vora111@gmail.com,,Nagpur,Maharashtra,384285,female,42,2024-06-06,4735,Yes
CUST000179,Bhavya Sharaf,,9212447665,DELHI,Delhi,183873,FEMALE,53,2025-02-21,3954,No
CUST000180,Aashi Sahni,aashi.sahni55@gmail.com,9303994042,Bangalore,Karnataka,418177,female,60,2022-10-22,,No
CUST000181,AVNI KAMDAR,AVNI.KAMDAR844@REDIFFMAIL.COM,9204138894,KOLKATA,West Bengal,729675,Male,25,2024-06-21,2170,No
CUST000182,Devansh Mahajan,devansh.mahajan46@hotmail.com,9382824466,Patna ,Bihar,,MALE,23,2024-02-26,4831,Yes
CUST000183,Lakshit Borra,lakshit.borra704@outlook.com,9353018691,Bhopal,Madhya Pradesh,587559,FEMALE,50,2024-05-02,1207,No
CUST000184,Aarini Ganguly,aarini.ganguly130@gmail.com,9833500385,Bangalore,Karnataka,665377,NA,34,2023-04-12,712,No
CUST000185,Samaksh Chander,samaksh.chander895@gmail.com,9769003354,Bhopal,Madhya Pradesh,359823,Male,54,2024-03-20,865,Yes
CUST000186,Balendra Dhawan,balendra.dhawan421@hotmail.com,9621392697,Bhopal,Madhya Pradesh,264554,male,57,2025-07-11,,0
CUST000187,Logan Baral,logan.baral919@hotmail.com,,Mumbai,Maharashtra,005353,,999,2026-01-24,3629,No
CUST000188,Keya Sanghvi,KEYA.SANGHVI453@YAHOO.COM,9537195843,Pune,Maharashtra,609264,NA,50,,3304,Yes
CUST000189,Oni Dixit,oni.dixit256@gmail.com,9486949792,Patna,Bihar,197101,female,58,2024-05-02,4004,Yes
CUST000190,Jeevika Dewan,jeevika.dewan168@hotmail.com,9839647637,AHMEDABAD,,,Other,31,2023-07-19,2204,Yes
CUST000191,Bakhshi Deol,bakhshi.deol136@yahoo.com,9109087862,Indore ,Madhya Pradesh,814294,FEMALE,63,2025-05-02,2856,Yes
CUST000192,Gaurang Verma,gaurang.verma599@gmail.com,,Lucknow,Uttar Pradesh,550539,M,36,16-10-2024,,0
CUST000193,Yashica Bajaj,yashica.bajaj668@hotmail.com,919655439758,Chennai,Tamil Nadu,051709,Other,56,2024-06-03,208,No
CUST000194,Manbir Gulati,manbir.gulati598@rediffmail.com,9468472812,Pune,Maharashtra,699245,Other,60,2026-05-26,4573,Yes
CUST000195,Rachit Jain,rachit.jain782@yahoo.com,9460382610,Nagpur,Maharashtra,200789,,44,2023-04-07,2408,Yes
CUST000196,Shivansh Bose,shivansh.bose636@gmail.com,9308889819,Bhopal,Madhya Pradesh,606136,Female,21,15/02/2024,2807,No
CUST000197,Ekalinga Parekh,ekalinga.parekh500@hotmail.com,9289863614,Bhopal,,022488,Female,28,21/02/2024,721,No
CUST000198,Ishanvi Sur,ishanvi.sur5@gmail.com,9884539206,Pune,,357124,NA,,,1853,No
CUST000199,Chandran Yadav,chandran.yadav172@gmail.com,9420192227,Delhi,Delhi,660832,female,45,2025-08-23,4015,Yes
CUST000200,Yadavi Atwal,yadavi.atwal234@yahoo.com,9240881133,Patna ,,292593,Male,63,,2095,Yes
CUST000201,Lakshit Hans,lakshit.hans21@gmail.com,9547509357,Mumbai,Maharashtra,934209,MALE,31,2023-03-27,827,No
CUST000202,jagrati chacko,jagrati.chacko108@rediffmail.com,9226416530,,Maharashtra,520601,M,34,2026-03-09,3356,Yes
CUST000203,Manthan Parekh,manthan.parekh339@yahoo.com,,PATNA,Bihar,907644,female,23,,2096,No
CUST000204,Nathan Raja,,9411994135,Chennai,Tamil Nadu,959619,Male,,27-06-2023,2692,No
CUST000205,Vihaan Pingle,VIHAAN.PINGLE835@HOTMAIL.COM,919530331581,Chennai,Tamil Nadu,122328,MALE,48,2023-05-18,926,Yes
CUST000206,,ikshita.rajagopal605@outlook.com,9828419083,Bhopal,Madhya Pradesh,747696,F,61,2022-09-29,3957,No
CUST000207,LIAM BANERJEE,liam.banerjee322@gmail.com,9827920634,Ahmedabad,Gujarat,792862,Female,60,2023-03-19,780,Yes
CUST000208,Eiravati Sheth,eiravati.sheth860@rediffmail.com,9758111412,LUCKNOW,Uttar Pradesh,923317,NA,49,,1973,No
CUST000209,Pranit Zacharia,pranit.zacharia837@yahoo.com,,Hyderabad,Telangana,090372,male,25,2026-04-27,,Yes
